id,category,title,description
N103067,finance,"Michael Hiltzik: Medicaid work requirements cost millions, achieve nothing  and may be illegal","This may have been overlooked in the torrent of recent news about the Trump administration's assault on government norms, but its initiative to impose work requirements on Medicaid enrollees has had a tough couple of weeks."
N117158,news,Watch: Kincade Fire in California unfold from the view of a car,"Watch the Kincade Fire in Sonoma County, Calif. unfold from the view of a car. Winds in the area are reaching hurricane levels making it harder to contain and California Gov. Gavin Newsom declared a statewide emergency."
N23801,sports,Status of Mizzou QB Kelly Bryant for No. 6 Georgia up in the air,Bryant has started all eight games for Mizzou since transferring in from Clemson this offseason.
N115614,news,Former Dell exec's 127-acre Austin-area ranch hits market for nearly $7 million,"Kevin Rollins, former president and CEO of Round Rock-based technology giant Dell, has put his 127-acre ranch property in southeastern Travis County on the market for nearly $7 million. Designed by award-winning architect David Webber and completed in 2005, the rustic, resort-style ranch is being offered for $6.995 million. The private estate includes more than 1 mile of frontage on Onion ..."
N72236,autos,2020 Airstream Caravel 16RB Review: Shiny Disco Ball,We spend a hot weekend with a small Airstream.
N117817,finance,What does a middle-class budget really look like in today's economy?,As the standard picture of middle-class shifts  or in some cases disappears  there's perhaps no better way to understand the changes than by looking at the real-life budgets of families across the country.
N21812,health,A Low-Carb Diet Helped This Guy Lose 100 Pounds in 10 Months,"My quality of life has never been better. My kids have trouble keeping up with me, says 42-year-old Richard."
N28441,news,Reported executions by Turkish forces in Syria may be 'war crimes': U.S. Defense Secretary,"Gruesome images showing what may be Turkish-backed fighters executing captured Syrian Kurds would be war crimes if the accounts are true, said U.S. Defense Secretary Mark Esper on Sunday. Rough cut (no reporter narration)."
N118499,sports,Adam Gase angry with ESPN over Sam Darnold's mic'd up comments,"In a 33-0 loss to the New England Patriots on Monday Night Football, New York Jets quarterback Sam Darnold was caught on an open mic talking about how he was ""seeing ghosts"" out on the field."
N112683,autos,Ford Mustang-Inspired Electric SUV Teased In Official Spy Shots,Ford promises that this EV can perform and handle harsh weather.
N64216,finance,Philly launches new climate change initiative,"Philadelphia has launched a new initiative to help combat climate change within the next decade. The Climate Collaborative of Greater Philadelphia will be used as a platform for leaders, institutions, nonprofits, colleges, and businesses to get involved in climate change initiatives such as recycling and purchasing renewable energy. It was reported by Inquirer.com that organizers expected about 20 sign-ups before launch instead they got 39..."
N60756,sports,"With improved short game and support from McNealy, Kang wins again in Shanghai","In a tight and tense final round, Danielle Kang successfully defended her title, overtaking Jessica Korda in the opening leg of the LPGA's Asian swing."
N16631,sports,"Tracker: Tiger Woods' opening round 64, shot-by-shot at Zozo Championship",
N33565,sports,Jets' Jamal Adams Reasonably Explains Himself After Invoking Tom Brady,On Wednesday Jamal Adams mentioned himself in the same sentence with Tom Brady and Aaron Donald. Unsurprisingly people ripped the New York Jets safety for thinking he's as good as Tom Brady or as dominant
N34015,finance,Americans don't understand these facts about Social Security,See how much you really know about Social Security benefits.
N45448,sports,Ceiling is so high': How Thunder rookie Darius Bazley stepped up to lead OKC past Pelicans 115-104,"The seeds of Darius Bazley's breakout game Saturday were planted three days earlier. Before the Thunder's game Wednesday against Portland, Bazley and veteran point guard Chris Paul sat in the locker room waiting for the coaches to come in and address the team. ""You know, we're passing you the ball for a reason,"" Bazley remembers Paul telling him. ""Just keep shooting the ball. Whether ..."
N100709,news,Schumer says Trump called Pelosi a 'third-grade politician' in meeting,House Speaker Nancy Pelosi and Senate Minority Leader Chuck Schumer detail a contentious White House meeting with President Trump on Syria and why they walked out early.
N24696,news,Betsy DeVos blasts 'Tinseltown' for ignoring a movie she likes and calls her critics 'bullies',"DeVos's speech came at a celebration of the only federally funded voucher program in the country, the one in Washington."
N50339,video,Woman Falls Through Sidewalk Hole In Midtown,CBS2's Ali Bauman has the latest on the woman who fell through a hole in the Manhattan sidewalk Friday afternoon.
N126920,weather,"Sandalwood Fire: 2nd Death Reported as Containment Grows to 68% in 1,000-Acre Blaze That Destroyed Calimesa Community","Another body was found inside a burned Calimesa mobile home as firefighters battled the more than 1,000-acre Sandalwood Fire, bringing the death toll up to two people, authorities said Saturday. The Riverside County Sheriff's Department said the unidentified body was found when officers were trying to evacuate the homes Friday evening. Firefighters raised containment of the fatal blaze up to ..."
N53794,sports,Ryan Pressly expected to recover for World Series,"One day after sustaining a troubling knee injury, Pressly appears likely to make a full recovery in time for the World Series."
N92739,entertainment,Can You Handle the Scariest Books of All Time?,We would say read with the lights on but...
N1305,sports,James Harden's early shooting struggles are not a concern for the Rockets,Mike D'Antoni and the rest of the Houston Rockets are not concerned with James Harden's early season shooting struggles.
N126265,sports,"Narcan, gas cards, new laws: One dad's fight against an epidemic","ST. AUGUSTA, MINN.  The worst day of Dan Pearson's life -- Christmas 2006 -- started when his oldest son didn't answer his phone. Justin Pearson had come over the night before, but his dad could tell the 24-year-old had relapsed into his opioid addiction: The slurred words, the grogginess, the hazy eyes. Justin was embarrassed to be around family on Christmas Eve, so a friend took him back to ..."
N19170,news,Newsletter: Welcome to the new dystopia,"Good morning, and welcome to the Essential California newsletter. It's Friday, Oct. 11, and I'm writing from Los Angeles. Get the Essential California newsletter » An estimated 2 million people were left without power at some point over the last two days, after a bankrupt utility that could not guarantee the safety of its own equipment took preventive measures to avoid potential deadly infernos sparked by windblown power lines. By Thursday..."
N52521,health,What It's Like to Give Birth after a Uterus Transplant,It was so surreal'
N49218,news,JSO officer injured after motorcycle crash on Jacksonville's Westside,"A Jacksonville police officer was injured during an officer-involved crash on the Westside Wednesday morning. The Jacksonville Sheriff's Office says the crash happened in the 16000 block of West Beaver Street around 8 a.m. According to police, the crash involved an officer on a motorcycle. The officer only sustained minor injuries and was taken to a nearby hospital for evaluation. Right now, it's unclear how the crash happened. All lanes on..."
